Date;Open;High;Low;Close*;Adj Close**;Volume
21/07/2021;66.45;70.51;66.44;70.30;70.30;503,030
20/07/2021;66.60;67.65;65.21;67.42;67.42;561,629
19/07/2021;71.49;71.67;65.63;66.42;66.42;82,565
16/07/2021;71.48;72.30;70.41;71.81;71.81;133,926
15/07/2021;72.96;72.96;71.40;71.65;71.65;368,679
14/07/2021;75.17;75.44;72.21;73.13;73.13;528,360
13/07/2021;74.18;75.52;73.68;75.25;75.25;444,078
12/07/2021;74.74;74.93;73.16;74.10;74.10;397,931
09/07/2021;73.26;74.76;72.72;74.56;74.56;422,154
08/07/2021;72.17;73.26;70.76;72.94;72.94;529,690
07/07/2021;73.85;74.86;71.07;72.20;72.20;607,971
06/07/2021;75.35;76.98;72.94;73.37;73.37;714,044
02/07/2021;75.02;75.62;74.41;75.16;75.16;377,531
01/07/2021;73.50;76.22;73.39;75.23;75.23;615,678
30/06/2021;73.47;74.14;72.82;73.47;73.47;383,626
29/06/2021;72.78;73.81;71.97;72.98;72.98;321,448
28/06/2021;73.99;74.45;72.62;72.91;72.91;354,701
25/06/2021;73.32;74.18;72.85;74.05;74.05;364,721
24/06/2021;73.28;73.61;72.32;73.30;73.30;334,833
23/06/2021;72.91;74.25;72.82;73.08;73.08;429,207
22/06/2021;73.41;73.95;72.94;73.06;73.06;498,555
21/06/2021;71.52;73.96;71.15;73.66;73.66;123,662
18/06/2021;71.10;72.17;70.16;71.64;71.64;139,584
17/06/2021;71.65;72.30;69.77;71.04;71.04;373,780
16/06/2021;72.45;72.99;71.61;72.15;72.15;426,775
15/06/2021;71.16;72.49;70.81;72.12;72.12;336,035
14/06/2021;70.65;71.78;70.65;70.88;70.88;319,639
11/06/2021;70.10;71.24;69.68;70.91;70.91;563,575
10/06/2021;69.76;70.65;68.68;70.29;70.29;492,464
09/06/2021;70.01;70.62;69.46;69.96;69.96;410,820
08/06/2021;69.29;70.27;68.47;70.05;70.05;441,302
07/06/2021;69.52;70.00;68.93;69.23;69.23;365,621
04/06/2021;68.91;69.76;68.33;69.62;69.62;326,250
03/06/2021;68.76;69.40;68.19;68.81;68.81;351,367
02/06/2021;67.99;69.00;67.78;68.83;68.83;332,995
01/06/2021;66.68;68.87;66.41;67.72;67.72;570,985
28/05/2021;66.95;67.52;66.17;66.32;66.32;390,461
27/05/2021;66.16;66.92;65.47;66.85;66.85;337,542
26/05/2021;66.04;66.43;65.25;66.21;66.21;376,207
25/05/2021;66.02;66.51;65.41;66.07;66.07;497,394
24/05/2021;63.87;66.14;63.63;66.05;66.05;466,647
21/05/2021;61.89;64.07;61.56;63.58;63.58;530,831
20/05/2021;63.39;63.96;61.89;62.05;62.05;524,168
19/05/2021;65.28;65.35;61.95;63.36;63.36;101,902
18/05/2021;66.33;67.01;64.11;65.49;65.49;167,348
17/05/2021;65.50;66.43;64.83;66.27;66.27;268,476
14/05/2021;63.83;65.62;63.33;65.37;65.37;383,749
13/05/2021;65.75;65.81;63.09;63.82;63.82;547,691
12/05/2021;65.46;66.63;64.97;66.08;66.08;508,519
11/05/2021;64.90;65.50;63.68;65.28;65.28;514,949
10/05/2021;65.57;65.75;63.95;64.92;64.92;448,337
07/05/2021;64.90;65.24;63.90;64.90;64.90;431,417
06/05/2021;65.27;65.98;64.50;64.71;64.71;389,214
05/05/2021;66.45;66.76;64.92;65.63;65.63;460,066
04/05/2021;64.53;66.19;64.29;65.69;65.69;370,208
03/05/2021;63.64;64.68;62.91;64.49;64.49;285,969
30/04/2021;64.88;64.95;63.08;63.58;63.58;400,515
29/04/2021;63.70;65.47;63.65;65.01;65.01;384,489
28/04/2021;63.04;64.53;62.67;63.86;63.86;387,683
27/04/2021;61.97;63.30;61.91;62.94;62.94;361,536
26/04/2021;62.06;62.31;60.66;61.91;61.91;366,865
23/04/2021;61.65;62.43;61.25;62.14;62.14;345,407
22/04/2021;61.11;61.87;60.61;61.43;61.43;344,700
21/04/2021;62.39;62.56;60.86;61.35;61.35;431,486
20/04/2021;63.47;64.25;61.50;62.44;62.44;476,046
19/04/2021;62.98;63.63;62.63;63.38;63.38;74,384
16/04/2021;63.32;63.88;62.83;63.13;63.13;87,795
15/04/2021;62.83;63.57;62.53;63.46;63.46;243,370
14/04/2021;60.44;63.44;60.38;63.15;63.15;419,813
13/04/2021;59.64;60.59;59.64;60.18;60.18;349,733
12/04/2021;59.35;60.77;58.73;59.70;59.70;410,218
09/04/2021;59.76;59.95;59.10;59.32;59.32;351,436
08/04/2021;59.52;59.93;58.82;59.60;59.60;419,913
07/04/2021;59.26;60.04;58.12;59.77;59.77;475,537
06/04/2021;58.80;60.90;58.62;59.33;59.33;457,348
05/04/2021;61.50;61.50;57.63;58.65;58.65;438,864
01/04/2021;59.49;61.75;58.86;61.45;61.45;605,567
31/03/2021;60.45;61.17;58.85;59.16;59.16;414,162
30/03/2021;61.96;62.27;59.94;60.55;60.55;388,188
29/03/2021;60.93;61.77;59.41;61.56;61.56;449,360
26/03/2021;58.48;61.36;58.32;60.97;60.97;471,996
25/03/2021;60.80;60.86;57.44;58.56;58.56;580,105
24/03/2021;57.40;61.34;57.29;61.18;61.18;566,291
23/03/2021;61.28;61.35;57.25;57.76;57.76;712,317
22/03/2021;61.55;61.90;60.39;61.55;61.55;404,370
19/03/2021;59.56;61.72;58.94;61.42;61.42;84,171
18/03/2021;64.42;64.82;58.20;60.00;60.00;143,597
17/03/2021;64.75;65.34;63.60;64.60;64.60;254,724
16/03/2021;65.33;65.43;63.80;64.80;64.80;317,537
15/03/2021;65.56;66.40;64.13;65.39;65.39;378,009
12/03/2021;65.96;66.24;65.41;65.61;65.61;321,714
11/03/2021;64.70;66.21;64.54;66.02;66.02;441,063
10/03/2021;63.84;64.96;63.13;64.44;64.44;498,488
09/03/2021;64.73;65.98;63.63;64.01;64.01;554,564
08/03/2021;66.68;67.98;64.57;65.05;65.05;533,376
05/03/2021;64.16;66.42;63.82;66.09;66.09;573,168
04/03/2021;61.08;64.86;60.52;63.83;63.83;694,628
03/03/2021;59.55;61.99;59.24;61.28;61.28;465,311
02/03/2021;60.23;61.21;59.38;59.75;59.75;464,133
01/03/2021;61.95;62.92;59.96;60.64;60.64;456,679
26/02/2021;63.46;63.57;61.34;61.50;61.50;472,723
25/02/2021;63.39;63.81;62.65;63.53;63.53;510,357
24/02/2021;61.29;63.51;60.97;63.22;63.22;489,933
23/02/2021;62.16;63.00;60.67;61.67;61.67;570,677
22/02/2021;58.88;61.84;58.82;61.49;61.49;505,773
19/02/2021;60.20;60.29;58.59;59.24;59.24;102,427
18/02/2021;61.68;62.26;59.79;60.52;60.52;132,035
17/02/2021;60.24;61.73;59.43;61.14;61.14;335,419
16/02/2021;59.98;60.95;59.33;60.05;60.05;602,332
12/02/2021;57.94;59.82;57.41;59.47;59.47;480,822
11/02/2021;58.40;58.71;57.84;58.24;58.24;380,445
10/02/2021;58.45;58.91;58.08;58.68;58.68;457,535
09/02/2021;58.11;58.62;57.27;58.36;58.36;514,698
08/02/2021;57.06;58.14;57.00;57.97;57.97;399,724
05/02/2021;56.46;57.29;56.43;56.85;56.85;400,833
04/02/2021;55.96;56.58;55.30;56.23;56.23;381,404
03/02/2021;55.05;56.33;54.81;55.69;55.69;448,693
02/02/2021;53.48;55.26;53.45;54.76;54.76;463,718
01/02/2021;51.99;53.74;51.64;53.55;53.55;416,067
29/01/2021;52.15;53.25;51.93;52.20;52.20;410,914
28/01/2021;52.65;53.58;52.04;52.34;52.34;411,406
27/01/2021;52.76;53.30;51.85;52.85;52.85;442,376
26/01/2021;52.91;53.25;52.29;52.61;52.61;314,538
25/01/2021;52.17;52.95;51.82;52.77;52.77;349,076
22/01/2021;53.10;53.16;51.44;52.27;52.27;437,484
21/01/2021;52.93;53.41;52.75;53.13;53.13;352,397
20/01/2021;53.13;53.79;53.05;53.24;53.24;400,301
19/01/2021;52.00;53.13;51.76;52.98;52.98;125,964
15/01/2021;53.80;53.83;51.83;52.36;52.36;165,668
14/01/2021;52.84;53.75;52.24;53.57;53.57;390,087
13/01/2021;53.31;53.93;52.58;52.91;52.91;429,898
12/01/2021;52.18;53.45;52.07;53.21;53.21;400,200
11/01/2021;52.58;52.70;51.50;52.25;52.25;394,822
08/01/2021;50.93;52.75;50.81;52.24;52.24;499,416
07/01/2021;50.53;51.28;50.39;50.83;50.83;369,292
06/01/2021;49.82;50.94;49.48;50.63;50.63;509,365
05/01/2021;47.38;50.20;47.24;49.93;49.93;643,191
04/01/2021;48.40;49.83;47.18;47.62;47.62;528,525
31/12/2020;48.35;48.58;47.77;48.52;48.52;181,894
30/12/2020;48.13;48.66;47.61;48.40;48.40;266,957
29/12/2020;47.72;48.35;47.68;48.00;48.00;213,778
28/12/2020;48.23;48.96;47.50;47.62;47.62;238,462
24/12/2020;48.09;48.62;47.56;48.23;48.23;167,390
23/12/2020;46.79;48.50;46.16;48.12;48.12;344,306
22/12/2020;47.93;47.96;46.60;47.02;47.02;295,737
21/12/2020;48.54;48.61;46.18;47.74;47.74;478,098
18/12/2020;48.43;49.28;48.10;49.10;49.10;83,711
17/12/2020;47.85;48.59;47.81;48.36;48.36;96,536
16/12/2020;47.60;47.94;47.17;47.82;47.82;275,331
15/12/2020;46.99;47.73;46.54;47.62;47.62;311,169
14/12/2020;46.73;47.44;45.69;46.99;46.99;403,543
11/12/2020;46.97;47.29;46.34;46.57;46.57;367,305
10/12/2020;45.69;47.74;45.52;46.78;46.78;447,529
09/12/2020;45.60;46.24;44.95;45.52;45.52;434,976
08/12/2020;45.66;45.93;45.14;45.60;45.60;332,641
07/12/2020;46.15;46.54;45.36;45.76;45.76;348,871
04/12/2020;45.64;46.68;45.61;46.26;46.26;335,453
03/12/2020;44.99;45.84;44.66;45.64;45.64;350,768
02/12/2020;44.38;45.92;43.92;45.28;45.28;368,854
01/12/2020;45.08;45.70;44.12;44.55;44.55;314,919
30/11/2020;45.34;45.80;44.42;45.34;45.34;370,755
27/11/2020;45.90;46.09;44.55;45.53;45.53;365,128
25/11/2020;44.82;46.26;44.73;45.71;45.71;417,182
24/11/2020;42.84;45.20;42.82;44.91;44.91;418,527
23/11/2020;42.46;43.36;42.29;43.06;43.06;300,717
20/11/2020;41.70;42.32;41.51;42.15;42.15;276,340
19/11/2020;41.61;41.98;41.08;41.74;41.74;88,144
18/11/2020;41.35;42.46;41.08;41.82;41.82;107,013
17/11/2020;41.44;41.69;40.57;41.43;41.43;243,677
16/11/2020;40.17;42.09;40.15;41.34;41.34;378,785
13/11/2020;40.94;40.94;40.06;40.13;40.13;338,187
12/11/2020;41.47;42.19;40.87;41.12;41.12;401,031
11/11/2020;41.79;43.06;41.32;41.45;41.45;443,772
10/11/2020;39.91;41.84;39.41;41.36;41.36;457,045
09/11/2020;37.34;41.33;37.16;40.29;40.29;622,921
06/11/2020;38.54;38.61;37.06;37.14;37.14;411,026
05/11/2020;39.17;39.35;38.27;38.79;38.79;298,366
04/11/2020;38.15;39.25;37.26;39.15;39.15;437,000
03/11/2020;37.03;38.32;36.57;37.66;37.66;410,611
02/11/2020;35.24;37.15;33.64;36.81;36.81;489,204
30/10/2020;36.07;36.60;35.21;35.79;35.79;388,971
29/10/2020;37.39;37.76;34.92;36.17;36.17;568,816
28/10/2020;38.97;39.01;36.97;37.39;37.39;489,954
27/10/2020;38.59;39.83;38.51;39.57;39.57;339,535
26/10/2020;39.69;39.74;38.28;38.56;38.56;360,184
23/10/2020;40.61;40.92;39.57;39.85;39.85;268,931
22/10/2020;40.04;41.02;39.71;40.64;40.64;307,494
21/10/2020;41.22;41.59;39.78;40.03;40.03;366,899
20/10/2020;40.65;41.70;40.25;41.46;41.46;360,574
19/10/2020;40.69;41.22;40.54;40.83;40.83;75,335
16/10/2020;40.88;41.05;40.08;40.88;40.88;96,488
15/10/2020;41.13;41.29;39.22;40.96;40.96;248,251
14/10/2020;40.19;41.16;39.82;41.04;41.04;328,295
13/10/2020;39.53;40.53;39.35;40.20;40.20;375,470
12/10/2020;40.40;40.45;39.04;39.43;39.43;322,035
09/10/2020;41.31;41.47;40.38;40.60;40.60;331,703
08/10/2020;39.99;41.33;39.76;41.19;41.19;409,787
07/10/2020;39.83;40.35;39.28;39.95;39.95;433,065
06/10/2020;39.35;40.86;39.10;40.67;40.67;400,531
05/10/2020;37.00;39.72;37.00;39.22;39.22;378,579
02/10/2020;38.60;38.65;36.63;37.05;37.05;391,428
01/10/2020;39.90;40.47;37.61;38.72;38.72;443,442
30/09/2020;39.16;40.37;38.68;40.22;40.22;340,294
29/09/2020;40.58;40.70;38.41;39.29;39.29;379,599
28/09/2020;40.07;40.80;39.78;40.60;40.60;226,425
25/09/2020;40.15;40.64;39.71;40.25;40.25;229,025
24/09/2020;39.60;40.37;39.12;40.31;40.31;269,992
23/09/2020;39.76;40.75;39.26;39.93;39.93;318,754
22/09/2020;39.63;40.02;39.00;39.60;39.60;287,807
21/09/2020;40.98;41.27;38.66;39.31;39.31;66,195
18/09/2020;40.97;41.49;40.30;41.11;41.11;85,906
17/09/2020;40.19;41.22;39.42;40.97;40.97;280,669
16/09/2020;38.35;40.34;38.35;40.16;40.16;367,612
15/09/2020;37.28;38.57;37.06;38.28;38.28;348,861
14/09/2020;37.32;37.68;36.82;37.26;37.26;347,563
11/09/2020;37.01;37.82;36.67;37.33;37.33;363,787
10/09/2020;37.80;38.18;36.93;37.30;37.30;367,555
09/09/2020;36.79;38.45;36.16;38.05;38.05;455,356
08/09/2020;39.48;39.59;36.13;36.76;36.76;720,975
04/09/2020;41.25;41.87;39.35;39.77;39.77;444,184
03/09/2020;41.63;41.79;40.22;41.37;41.37;417,634
02/09/2020;43.02;43.21;41.23;41.51;41.51;421,771
01/09/2020;42.83;43.43;42.72;42.76;42.76;285,146
31/08/2020;42.91;43.57;42.56;42.61;42.61;236,877
28/08/2020;42.98;43.42;42.69;42.97;42.97;272,800
27/08/2020;43.45;43.50;42.36;43.04;43.04;320,968
26/08/2020;43.39;43.78;43.00;43.39;43.39;262,243
25/08/2020;42.36;43.57;42.31;43.35;43.35;330,800
24/08/2020;42.48;42.89;42.23;42.62;42.62;294,731
21/08/2020;42.75;42.96;41.46;42.34;42.34;345,368
20/08/2020;42.74;42.79;41.50;42.58;42.58;377,070
19/08/2020;42.60;43.03;42.36;42.93;42.93;81,299
18/08/2020;42.79;42.99;42.11;42.89;42.89;111,628
17/08/2020;42.24;42.97;41.80;42.89;42.89;208,429
14/08/2020;42.33;42.57;41.62;42.01;42.01;310,866
13/08/2020;42.57;42.84;42.09;42.24;42.24;329,507
12/08/2020;41.62;42.90;41.53;42.67;42.67;397,831
11/08/2020;41.98;42.94;41.48;41.61;41.61;432,843
10/08/2020;41.50;42.33;41.17;41.94;41.94;367,796
07/08/2020;41.97;42.22;41.06;41.22;41.22;398,997
06/08/2020;42.19;42.65;41.61;41.95;41.95;359,610
05/08/2020;41.56;43.52;41.47;42.19;42.19;491,268
04/08/2020;40.78;42.08;40.14;41.70;41.70;451,575
03/08/2020;40.39;41.24;39.58;41.01;41.01;338,326
31/07/2020;40.34;40.55;39.66;40.27;40.27;318,788
30/07/2020;41.32;41.39;38.72;39.92;39.92;487,325
29/07/2020;41.13;41.57;40.93;41.27;41.27;295,855
28/07/2020;41.65;41.93;40.85;41.04;41.04;276,804
27/07/2020;41.26;41.82;40.48;41.60;41.60;377,714
24/07/2020;41.06;41.67;40.66;41.29;41.29;353,159
23/07/2020;41.95;42.36;40.83;41.07;41.07;389,412
22/07/2020;41.54;42.03;41.14;41.90;41.90;333,647
21/07/2020;40.65;42.40;40.64;41.96;41.96;389,117
20/07/2020;40.64;40.91;39.83;40.81;40.81;60,179
17/07/2020;40.72;40.90;40.02;40.59;40.59;88,220
16/07/2020;40.97;41.18;40.52;40.75;40.75;200,101
15/07/2020;40.55;41.26;40.08;41.20;41.20;352,542
14/07/2020;39.60;40.57;39.07;40.29;40.29;426,971
13/07/2020;40.35;40.72;39.47;40.10;40.10;370,715
10/07/2020;39.58;40.77;38.54;40.55;40.55;393,149
09/07/2020;40.87;40.99;39.27;39.62;39.62;367,386
08/07/2020;40.48;41.08;40.30;40.90;40.90;286,740
07/07/2020;40.68;40.95;39.90;40.62;40.62;256,596
06/07/2020;40.38;41.08;39.84;40.63;40.63;373,236
02/07/2020;39.78;40.74;39.46;40.65;40.65;347,096
01/07/2020;39.84;40.58;39.05;39.82;39.82;407,170
30/06/2020;39.64;40.08;38.85;39.27;39.27;370,059
29/06/2020;37.96;39.89;37.50;39.70;39.70;343,913
26/06/2020;39.09;39.35;37.79;38.49;38.49;356,712
25/06/2020;38.05;39.23;37.08;38.72;38.72;451,640
24/06/2020;39.99;40.54;37.31;38.01;38.01;499,490
23/06/2020;40.68;41.63;39.76;40.37;40.37;368,730
22/06/2020;39.18;40.70;39.12;40.46;40.46;315,264
19/06/2020;38.85;40.49;38.40;39.75;39.75;64,113
18/06/2020;37.74;38.97;37.11;38.84;38.84;113,384
17/06/2020;37.93;38.75;37.21;37.96;37.96;239,516
16/06/2020;37.05;39.06;36.38;38.38;38.38;366,323
15/06/2020;36.03;37.26;34.36;37.12;37.12;387,546
12/06/2020;36.26;36.99;34.48;36.26;36.26;406,508
11/06/2020;39.09;39.09;35.41;36.34;36.34;513,912
10/06/2020;38.50;39.91;37.73;39.60;39.60;385,868
09/06/2020;38.22;39.10;37.07;38.94;38.94;396,033
08/06/2020;39.41;40.44;37.96;38.19;38.19;416,639
05/06/2020;37.33;39.68;37.05;39.55;39.55;396,856
04/06/2020;36.76;37.62;36.38;37.41;37.41;307,612
03/06/2020;36.86;38.18;35.88;37.29;37.29;494,253
02/06/2020;35.56;37.06;35.28;36.81;36.81;343,483
01/06/2020;35.21;35.90;34.27;35.44;35.44;385,710
29/05/2020;33.68;35.77;32.36;35.49;35.49;443,647
28/05/2020;32.10;34.21;31.14;33.71;33.71;440,168
27/05/2020;34.14;34.32;31.75;32.81;32.81;415,246
26/05/2020;33.30;34.81;32.48;34.35;34.35;466,737
22/05/2020;33.95;34.00;30.72;33.25;33.25;429,036
21/05/2020;33.53;34.66;33.26;33.92;33.92;372,814
20/05/2020;31.89;33.78;31.56;33.49;33.49;406,431
19/05/2020;32.83;33.44;31.34;32.50;32.50;430,823
18/05/2020;29.53;33.32;29.53;31.82;31.82;89,376
15/05/2020;27.64;29.92;27.24;29.43;29.43;108,016
14/05/2020;25.56;27.96;25.18;27.56;27.56;160,507
13/05/2020;25.30;26.45;24.79;25.29;25.29;150,864
12/05/2020;24.49;26.23;24.22;25.78;25.78;212,335
11/05/2020;24.49;25.58;23.67;24.14;24.14;179,591
08/05/2020;23.35;24.99;23.26;24.74;24.74;205,181
07/05/2020;24.09;26.74;22.94;23.55;23.55;310,261
06/05/2020;25.52;26.08;22.58;23.99;23.99;381,165
05/05/2020;21.24;25.49;21.13;24.56;24.56;387,240
04/05/2020;19.11;21.42;18.05;20.39;20.39;311,488
01/05/2020;19.04;20.48;18.07;19.78;19.78;403,201
30/04/2020;15.64;19.44;15.45;18.84;18.84;545,344
29/04/2020;13.35;16.78;12.67;15.06;15.06;554,134
28/04/2020;12.96;13.69;10.07;12.34;12.34;897,087
27/04/2020;16.84;16.98;11.88;12.78;12.78;623,201
24/04/2020;16.78;17.97;15.64;16.94;16.94;600,220
23/04/2020;14.20;18.26;13.35;16.50;16.50;833,584
22/04/2020;13.12;16.18;10.26;13.78;13.78;1,235,218
21/04/2020;-14.00;13.86;-16.74;10.01;10.01;2,288,230
20/04/2020;17.73;17.85;-40.32;-37.63;-37.63;247,947
17/04/2020;20.00;20.22;17.31;18.27;18.27;240,628
16/04/2020;20.15;20.53;19.42;19.87;19.87;350,942
15/04/2020;20.72;20.89;19.20;19.87;19.87;544,797
14/04/2020;22.36;23.08;19.95;20.11;20.11;785,478
13/04/2020;24.60;24.74;22.03;22.41;22.41;775,120
09/04/2020;26.28;28.36;22.57;22.76;22.76;1,122,149
08/04/2020;24.30;26.45;23.74;25.09;25.09;823,554
07/04/2020;26.34;27.24;23.54;23.63;23.63;797,707
06/04/2020;26.09;28.24;25.28;26.08;26.08;752,710
03/04/2020;24.81;29.13;23.52;28.34;28.34;1,007,577
02/04/2020;21.22;27.39;20.76;25.32;25.32;1,095,972
01/04/2020;20.10;21.55;19.90;20.31;20.31;703,286
31/03/2020;20.23;21.89;20.01;20.48;20.48;660,082
30/03/2020;20.93;20.93;19.27;20.09;20.09;758,711
27/03/2020;23.29;23.44;20.88;21.51;21.51;603,124
26/03/2020;24.25;24.65;22.38;22.60;22.60;633,877
25/03/2020;24.37;25.24;22.91;24.49;24.49;618,725
24/03/2020;23.87;25.16;23.09;24.01;24.01;659,697
23/03/2020;22.52;24.07;20.80;23.36;23.36;852,951
20/03/2020;24.73;27.89;19.46;22.43;22.43;1,133,808
19/03/2020;22.30;27.71;21.36;25.22;25.22;136,722
18/03/2020;26.94;27.22;20.06;20.37;20.37;309,481
17/03/2020;28.69;30.30;26.63;26.95;26.95;545,820
16/03/2020;33.75;33.75;28.10;28.70;28.70;698,829
13/03/2020;30.77;33.87;30.33;31.73;31.73;743,129
12/03/2020;33.07;33.63;30.02;31.50;31.50;1,025,036
11/03/2020;34.62;36.35;32.56;32.98;32.98;874,646
10/03/2020;30.37;35.02;30.20;34.36;34.36;1,064,632
09/03/2020;32.87;34.88;27.34;31.13;31.13;1,774,383
06/03/2020;46.09;46.38;41.05;41.28;41.28;1,276,180
05/03/2020;47.13;47.57;45.65;45.90;45.90;704,591
04/03/2020;46.94;48.41;46.65;46.78;46.78;745,856
03/03/2020;47.72;48.66;46.47;47.18;47.18;1,011,933
02/03/2020;43.70;47.56;43.32;46.75;46.75;949,471
28/02/2020;46.49;47.03;43.85;44.76;44.76;1,101,659
27/02/2020;48.63;48.78;45.88;47.09;47.09;1,011,915
26/02/2020;50.08;50.44;48.30;48.73;48.73;884,482
25/02/2020;51.37;52.02;49.69;49.90;49.90;764,989
24/02/2020;52.60;52.64;50.45;51.43;51.43;765,515
21/02/2020;53.74;53.86;52.55;53.38;53.38;707,555
20/02/2020;53.50;54.50;53.22;53.78;53.78;676,179
19/02/2020;52.12;53.66;51.93;53.29;53.29;113,683
18/02/2020;52.23;52.41;50.88;52.05;52.05;221,774
14/02/2020;51.51;52.34;51.32;52.05;52.05;607,343
13/02/2020;51.72;51.96;50.60;51.42;51.42;745,400
12/02/2020;49.96;51.73;49.95;51.17;51.17;795,256
11/02/2020;49.61;50.69;49.58;49.94;49.94;725,733
10/02/2020;50.12;50.49;49.42;49.57;49.57;715,894
07/02/2020;51.11;51.48;50.09;50.32;50.32;768,345
06/02/2020;51.17;52.20;50.24;50.95;50.95;750,659
05/02/2020;49.51;51.88;49.47;50.75;50.75;887,946
04/02/2020;49.94;51.55;49.31;49.61;49.61;859,357
03/02/2020;51.01;51.97;49.80;50.11;50.11;876,044
31/01/2020;52.92;53.36;50.97;51.56;51.56;827,907
30/01/2020;53.09;53.20;51.66;52.14;52.14;720,123
29/01/2020;53.97;54.37;52.81;53.33;53.33;624,979
28/01/2020;52.77;54.06;52.68;53.48;53.48;633,963
27/01/2020;53.70;53.71;52.13;53.14;53.14;712,880
24/01/2020;55.69;55.95;53.85;54.19;54.19;586,195
23/01/2020;56.11;56.27;54.77;55.59;55.59;703,995
22/01/2020;58.26;58.38;56.03;56.74;56.74;620,119
21/01/2020;59.17;59.73;57.68;58.34;58.34;648,335
17/01/2020;58.59;58.98;58.27;58.54;58.54;122,561
16/01/2020;58.10;58.87;57.56;58.52;58.52;182,871
15/01/2020;58.20;58.36;57.36;57.81;57.81;433,169
14/01/2020;58.03;58.72;57.72;58.23;58.23;507,714
13/01/2020;59.04;59.27;57.91;58.08;58.08;584,002
10/01/2020;59.61;59.78;58.85;59.04;59.04;596,186
09/01/2020;59.99;60.31;58.66;59.56;59.56;750,933
08/01/2020;62.84;65.65;59.15;59.61;59.61;1,205,710
07/01/2020;62.91;63.15;62.11;62.70;62.70;582,649
06/01/2020;63.71;64.72;62.64;63.27;63.27;724,236
03/01/2020;61.18;64.09;61.13;63.05;63.05;885,861
02/01/2020;61.60;61.60;60.64;61.18;61.18;486,873
31/12/2019;61.68;61.88;60.63;61.06;61.06;494,535
30/12/2019;61.71;62.34;61.09;61.68;61.68;427,149
27/12/2019;61.73;61.97;61.24;61.72;61.72;351,899
26/12/2019;61.20;61.83;61.06;61.68;61.68;265,091
24/12/2019;60.63;61.16;60.47;61.11;61.11;204,535
23/12/2019;60.41;60.77;60.10;60.52;60.52;314,711
20/12/2019;61.11;61.20;60.02;60.44;60.44;552,517
19/12/2019;60.86;61.47;60.79;61.22;61.22;426,341
18/12/2019;60.55;61.18;60.32;60.93;60.93;131,071
17/12/2019;60.23;61.06;60.03;60.94;60.94;163,744
16/12/2019;59.87;60.34;59.71;60.21;60.21;347,395
13/12/2019;59.36;60.48;59.27;60.07;60.07;512,288
12/12/2019;58.88;59.72;58.75;59.18;59.18;530,851
11/12/2019;59.06;59.22;58.11;58.76;58.76;589,650
10/12/2019;58.92;59.52;58.52;59.24;59.24;566,822
09/12/2019;59.11;59.25;58.23;59.02;59.02;511,561
06/12/2019;58.32;59.85;57.70;59.20;59.20;679,609
05/12/2019;58.36;59.12;58.10;58.43;58.43;649,461
04/12/2019;56.43;58.66;56.28;58.43;58.43;760,541
03/12/2019;55.96;56.80;55.35;56.10;56.10;560,554
02/12/2019;55.47;56.67;55.42;55.96;55.96;616,423
29/11/2019;58.13;58.30;55.02;55.17;55.17;718,724
27/11/2019;58.27;58.68;57.51;58.11;58.11;454,256
26/11/2019;57.92;58.56;57.76;58.41;58.41;443,816
25/11/2019;57.92;58.15;57.21;58.01;58.01;420,642
22/11/2019;58.31;58.74;57.50;57.77;57.77;508,244
21/11/2019;57.00;58.67;56.60;58.58;58.58;593,533
20/11/2019;55.16;57.25;54.76;57.11;57.11;674,891
19/11/2019;56.90;57.11;55.04;55.21;55.21;121,214
18/11/2019;57.88;58.09;56.55;57.05;57.05;159,328
15/11/2019;56.91;57.97;56.43;57.72;57.72;375,993
14/11/2019;57.39;57.79;56.63;56.77;56.77;516,832
13/11/2019;56.79;57.53;56.20;57.12;57.12;547,635
12/11/2019;56.89;57.55;56.54;56.80;56.80;586,568
11/11/2019;57.40;57.40;56.25;56.86;56.86;498,981
08/11/2019;57.08;57.48;55.76;57.24;57.24;636,941
07/11/2019;56.35;57.88;56.27;57.15;57.15;678,165
06/11/2019;57.26;57.85;56.11;56.35;56.35;623,258
05/11/2019;56.56;57.50;56.30;57.23;57.23;435,319
04/11/2019;56.41;57.43;55.83;56.54;56.54;580,350
01/11/2019;54.15;56.33;54.07;56.20;56.20;538,117
31/10/2019;54.90;55.59;53.71;54.18;54.18;677,419
30/10/2019;55.53;55.73;54.42;55.06;55.06;659,328
29/10/2019;55.80;55.91;54.61;55.54;55.54;521,457
28/10/2019;56.65;56.92;55.58;55.81;55.81;437,020
25/10/2019;56.07;56.74;55.60;56.66;56.66;445,020
24/10/2019;55.90;56.51;55.41;56.23;56.23;480,764
23/10/2019;54.30;56.07;53.62;55.97;55.97;620,202
22/10/2019;53.39;54.62;53.10;54.16;54.16;506,573
21/10/2019;53.71;54.03;52.71;53.31;53.31;95,979
18/10/2019;54.09;54.62;53.35;53.78;53.78;174,477
17/10/2019;52.99;54.16;52.62;53.93;53.93;418,422
16/10/2019;52.92;53.74;52.52;53.36;53.36;451,643
15/10/2019;53.51;53.79;52.39;52.81;52.81;511,249
14/10/2019;54.90;54.90;52.77;53.59;53.59;467,643
11/10/2019;53.88;54.93;53.64;54.70;54.70;467,643
10/10/2019;52.69;53.97;51.38;53.55;53.55;613,944
09/10/2019;52.57;53.74;52.31;52.59;52.59;632,666
